id,nation,resid,age,income,educ,occup,gender,area,nation_o,resid_o
1064336,1,1,4,6,3,2,1,1,1,1
1064337,1,1,4,5,2,5,2,1,1,1
1064338,1,1,5,8,1,10,2,1,1,1
1064339,1,1,4,5,2,4,2,1,1,1
1064340,1,1,5,5,3,2,1,1,1,1
1064341,50,50,5,8,1,10,2,1,50,50
1064342,50,50,2,1,2,4,2,1,50,50
1064343,2,3,3,3,2,2,2,1,2,3
1064344,60,2,4,7,3,1,1,1,60,2
1064345,2,3,4,3,2,5,1,1,2,3
1064346,51,51,6,8,1,12,2,1,51,51
1064347,51,51,3,5,2,2,1,1,51,51
1064348,52,52,3,3,2,2,1,1,52,52
1064349,70,70,2,1,2,11,1,1,72,72
1064350,55,55,5,2,2,5,1,1,55,55
1064351,55,55,5,8,2,2,2,1,55,55
1064352,52,52,5,2,2,2,1,1,52,52
1064353,52,52,3,1,2,2,2,1,52,52
1064354,60,60,5,6,3,2,1,1,60,60
1064355,2,3,2,1,2,11,2,1,2,3
1064356,2,3,6,8,2,10,2,1,2,3
1064357,70,70,4,99,3,2,1,1,75,75
1064358,54,54,3,2,3,2,2,1,54,54
1064359,54,54,4,3,3,2,2,1,54,54
1064360,2,2,4,2,2,2,1,1,2,2
1064361,2,2,7,8,1,12,2,1,2,2
1064362,2,2,7,8,2,12,2,1,2,2
1064363,53,53,3,1,2,5,1,1,53,53
1064364,2,2,3,3,2,1,1,1,2,2
1064365,55,55,3,8,2,13,2,1,55,55
1064366,55,55,3,8,1,1,2,1,55,55
1064367,55,55,6,8,1,13,1,1,55,55
1064368,1,1,4,3,2,4,1,1,1,1
1064369,55,55,3,8,1,1,1,1,55,55
1064370,1,1,4,5,2,1,1,1,1,1
1064371,2,3,4,3,2,4,2,1,2,3
1064372,2,3,7,8,1,10,2,1,2,3
1064373,51,51,5,8,1,10,2,1,51,51
1064374,51,51,5,8,1,12,1,1,51,51
1064375,54,54,3,8,2,2,2,1,54,54
1064376,90,90,5,7,2,1,1,1,901,901
1064377,2,3,5,6,1,1,2,1,2,3
1064378,2,3,2,8,2,11,2,1,2,3
1064379,60,60,5,8,2,1,1,1,60,60
1064380,2,2,3,7,2,1,1,1,2,2
1064381,2,3,6,8,1,10,2,1,2,3
1064382,2,2,2,3,2,5,2,1,2,2
1064383,60,60,4,8,2,10,2,1,60,60
1064384,2,2,4,2,3,2,2,1,2,2
1064385,2,2,3,2,2,2,2,1,2,2
1064386,2,2,2,2,2,2,2,1,2,2
1064387,55,55,3,1,2,5,2,1,55,55
1064388,55,55,3,2,2,2,2,1,55,55
1064389,60,60,3,6,3,2,1,1,60,60
1064390,54,54,5,8,1,12,1,1,54,54
1064391,54,54,3,2,3,1,1,1,54,54
1064392,70,70,2,5,2,2,1,1,79,79
1064393,59,59,2,1,2,5,2,1,59,59
1064394,52,52,5,1,3,2,2,1,52,52
1064395,51,51,2,1,2,4,2,1,51,51
1064396,51,51,4,3,2,1,2,1,51,51
1064397,90,90,2,8,2,11,2,1,934,916
1064398,2,3,5,8,1,1,1,1,2,3
1064399,1,1,2,8,2,11,2,1,1,1
1064400,1,1,5,8,1,1,1,1,1,1
1064401,53,53,2,8,2,11,2,1,53,53
1064402,53,53,5,8,1,10,2,1,53,53
1064403,55,55,4,8,2,4,2,1,55,55
1064404,50,50,7,8,1,10,2,1,50,50
1064405,2,3,4,3,2,3,1,1,2,3
1064406,54,54,3,2,2,2,1,1,54,54
1064407,54,54,3,8,1,1,1,1,54,54
1064408,50,50,3,2,2,5,2,1,50,50
1064409,2,3,4,3,2,2,1,1,2,3
1064410,60,60,4,8,2,2,1,1,60,60
1064411,2,2,2,2,2,2,2,1,2,2
1064412,2,3,3,3,2,3,1,1,2,3
1064413,2,2,2,2,2,2,1,1,2,2
1064414,70,70,3,4,3,2,1,1,72,72
1064415,90,90,5,5,3,2,1,1,921,921
1064416,2,2,4,3,2,2,2,1,2,2
1064417,55,55,3,3,2,2,2,1,55,55
1064418,54,54,3,3,3,2,2,1,54,54
1064419,54,54,3,4,3,2,1,1,54,54
1064420,55,55,2,8,2,11,2,1,55,55
1064421,53,53,3,2,2,5,2,1,53,53
1064422,60,60,5,7,3,1,1,1,60,60
1064423,1,1,2,8,2,11,2,1,1,1
1064424,1,1,2,8,2,11,1,1,1,1
1064425,1,1,2,8,2,11,1,1,1,1
1064426,1,1,3,5,3,3,1,1,1,1
1064427,1,1,4,5,1,4,1,1,1,1
1064428,1,1,2,5,2,2,1,1,1,1
1064429,1,1,2,5,2,4,1,1,1,1
1064430,50,50,2,8,2,11,2,1,50,50
1064431,50,50,4,8,1,10,2,1,50,50
1064432,2,2,4,6,3,2,1,1,2,2
1064433,51,51,3,6,2,2,2,1,51,51
1064434,2,2,2,3,2,1,2,1,2,2
1064435,2,3,3,8,2,10,2,1,2,3
1064436,2,3,3,3,2,4,2,1,2,3
1064437,51,51,4,4,2,2,1,1,51,51
1064438,2,3,3,3,2,2,2,1,2,3
1064439,2,3,2,2,2,2,2,1,2,3
1064440,51,51,2,1,2,11,1,1,51,51
1064441,51,51,2,6,2,2,1,1,51,51
1064442,2,2,2,1,2,3,2,1,2,2
1064443,2,2,2,2,2,5,1,1,2,2
1064444,1,1,7,8,1,12,1,1,1,1
1064445,1,1,4,4,2,4,2,1,1,1
1064446,1,1,2,3,2,4,2,1,1,1
1064447,1,1,4,6,2,5,1,1,1,1
1064448,1,1,2,5,2,4,1,1,1,1
1064449,1,1,2,4,2,4,2,1,1,1
1064450,1,1,4,4,2,1,1,1,1,1
1064451,2,2,3,2,2,7,1,1,2,2
1064452,2,2,3,3,2,3,2,1,2,2
1064453,2,2,3,3,2,1,2,1,2,2
1064454,2,2,3,2,2,2,2,1,2,2
1064455,2,2,4,4,2,2,2,1,2,2
1064456,4,4,3,4,2,3,1,1,4,4
1064457,4,4,3,2,2,3,2,1,4,4
1064458,4,4,5,7,2,1,2,1,4,4
1064459,4,4,3,4,2,2,1,1,4,4
1064460,4,4,3,5,2,5,2,1,4,4
1064461,4,4,2,4,2,2,1,1,4,4
1064462,4,4,4,3,2,2,2,1,4,4
1064463,4,4,5,5,3,2,2,1,4,4
1064464,4,4,3,5,2,3,1,1,4,4
1064465,4,4,2,8,2,11,2,1,4,4
1064466,54,54,3,3,2,2,2,1,54,54
1064467,1,1,2,8,2,11,1,1,1,1
1064468,1,1,7,8,1,12,2,1,1,1
1064469,2,2,3,1,2,4,2,1,2,2
1064470,55,55,2,1,2,2,2,1,55,55
1064471,55,55,2,8,2,11,2,1,55,55
1064472,51,51,6,8,2,2,1,1,51,51
1064473,51,51,7,8,1,12,1,1,51,51
1064474,52,52,4,8,2,10,2,1,52,52
1064475,54,54,5,3,1,1,2,1,54,54
1064476,2,3,3,8,2,10,2,1,2,3
1064477,70,70,3,5,2,2,1,1,73,73
1064478,60,60,3,5,2,2,1,1,60,60
1064479,60,60,4,8,2,2,1,1,60,60
1064480,2,2,5,4,1,2,1,1,2,2
1064481,2,3,2,8,2,11,2,1,2,3
1064482,2,3,3,3,2,2,1,1,2,3
1064483,55,55,2,8,2,11,2,1,55,55
1064484,53,53,3,8,2,2,1,1,53,53
1064485,80,80,3,8,2,2,1,1,81,81
1064486,2,2,3,8,2,2,2,1,2,2
1064487,2,2,5,1,1,2,2,1,2,2
1064488,53,53,2,1,2,4,2,1,53,53
1064489,53,53,4,3,2,1,1,1,53,53
1064490,53,53,2,1,2,5,2,1,53,53
1064491,1,1,4,5,2,1,1,1,1,1
1064492,2,2,3,8,1,10,2,1,2,2
1064493,2,3,2,3,2,2,2,1,2,3
1064494,2,3,2,8,2,5,2,1,2,3
1064495,52,52,2,8,2,11,2,1,52,52
1064496,55,55,4,1,2,4,2,1,55,55
1064497,59,59,3,8,1,10,2,1,56,56
1064498,1,1,4,5,2,1,1,1,1,1
1064499,51,51,7,8,1,12,1,1,51,51
1064500,52,52,5,1,1,10,2,1,52,52
1064501,2,3,2,3,2,2,2,1,2,3
1064502,52,52,5,8,1,5,2,1,52,52
1064503,2,3,6,8,2,12,1,1,2,3
1064504,90,90,3,3,3,2,1,1,901,901
1064505,70,70,6,4,2,2,1,1,77,77
1064506,55,55,5,2,2,2,1,1,55,55
1064507,60,60,2,1,2,11,1,1,60,60
1064508,2,2,4,2,2,2,2,1,2,2
1064509,2,2,3,2,2,2,2,1,2,2
1064510,2,2,7,8,1,12,2,1,2,2
1064511,52,52,2,8,3,2,1,1,52,52
1064512,52,52,4,2,3,1,2,1,52,52
1064513,60,60,4,5,2,2,1,1,60,60
1064514,2,2,3,3,2,1,1,1,2,2
1064515,2,3,7,8,2,12,2,1,2,3
1064516,4,55,3,4,2,1,2,1,4,55
1064517,70,55,2,3,1,2,1,1,71,55
1064518,53,53,2,2,2,2,1,1,53,53
1064519,54,54,4,2,3,2,1,1,54,54
1064520,2,3,3,4,1,1,2,1,2,3
1064521,2,2,2,8,2,11,2,1,2,2
1064522,52,52,3,8,3,1,1,1,52,52
1064523,52,52,2,1,3,2,1,1,52,52
1064524,2,2,2,1,2,2,1,1,2,2
1064525,60,60,4,8,2,10,2,1,60,60
1064526,60,60,5,5,2,1,1,1,60,60
1064527,60,60,4,8,2,10,2,1,60,60
1064528,2,2,2,3,2,3,2,1,2,2
1064529,70,70,3,8,3,13,2,1,79,79
1064530,2,3,2,3,2,5,2,1,2,3
1064531,70,70,2,8,2,11,2,1,78,78
1064532,60,60,4,6,2,2,1,1,60,60
1064533,2,3,5,8,2,2,1,1,2,3
1064534,2,3,4,8,2,2,2,1,2,3
1064535,2,2,4,4,2,2,1,1,2,2
1064536,53,53,3,5,2,2,1,1,53,53
1064537,50,50,3,3,2,2,2,1,50,50
1064538,2,2,4,8,2,2,2,1,2,2
1064539,2,2,2,8,2,2,2,1,2,2
1064540,70,70,3,5,2,2,1,1,73,73
1064541,70,70,2,8,2,11,1,1,79,79
1064542,52,52,4,8,2,2,1,1,52,52
1064543,60,60,2,8,2,11,2,1,60,60
1064544,2,2,4,4,2,2,2,1,2,2
1064545,2,2,3,3,2,2,2,1,2,2
1064546,70,53,2,4,2,2,1,1,73,53
1064547,2,2,4,3,2,2,2,1,2,2
1064548,50,50,3,2,1,5,2,1,50,50
1064549,60,60,2,6,2,2,1,1,60,60
1064550,60,60,4,7,3,2,1,1,60,60
1064551,70,70,2,8,2,11,1,1,79,79
1064552,2,3,3,4,2,2,2,1,2,3
1064553,2,3,3,4,2,2,1,1,2,3
1064554,55,55,4,2,2,5,2,1,55,55
1064555,90,90,3,3,2,2,2,1,939,939
1064556,50,50,5,8,1,10,2,1,50,50
1064557,2,2,4,3,2,1,1,1,2,2
1064558,1,1,7,8,1,12,1,1,1,1
1064559,55,55,7,8,1,13,1,1,55,55
1064560,55,55,5,3,1,1,1,1,55,55
1064561,55,55,5,8,1,10,2,1,55,55
1064562,1,1,3,2,2,4,1,1,1,1
1064563,50,50,4,2,1,3,2,1,50,50
1064564,2,3,3,8,2,10,2,1,2,3
1064565,2,3,2,8,2,5,1,1,2,3
1064566,51,51,2,8,2,11,1,1,51,51
1064567,51,51,2,1,2,4,2,1,51,51
1064568,54,54,2,8,2,11,2,1,54,54
1064569,53,53,4,1,1,5,2,1,53,53
1064570,1,1,5,5,2,4,1,1,1,1
1064571,1,1,4,5,2,2,2,1,1,1
1064572,1,1,4,7,1,1,1,1,1,1
1064573,1,1,3,5,2,4,1,1,1,1
1064574,1,1,6,2,1,12,1,1,1,1
1064575,1,1,3,5,2,4,1,1,1,1
1064576,1,1,3,6,2,2,1,1,1,1
1064577,2,3,2,8,2,11,2,1,2,3
1064578,2,3,4,4,2,2,2,1,2,3
1064579,2,2,2,3,2,4,1,1,2,2
1064580,2,2,3,5,2,1,1,1,2,2
1064581,50,50,2,2,1,3,1,1,50,50
1064582,50,50,3,2,2,2,2,1,50,50
1064583,51,51,5,4,2,2,1,1,51,51
1064584,51,51,4,4,2,2,2,1,51,51
1064585,1,1,5,6,3,1,1,1,1,1
1064586,1,1,2,4,2,2,2,1,1,1
1064587,1,1,5,5,2,4,2,1,1,1
1064588,1,1,5,6,2,1,1,1,1,1
1064589,1,1,5,6,1,1,1,1,1,1
1064590,1,1,2,4,1,4,2,1,1,1
1064591,1,1,3,4,2,4,2,1,1,1
1064592,50,50,4,6,2,1,1,1,50,50
1064593,50,50,4,3,1,2,1,1,50,50
1064594,50,51,2,3,2,2,2,1,50,51
1064595,51,51,3,4,2,4,2,1,51,51
1064596,2,2,3,3,3,2,2,1,2,2
1064597,2,2,4,4,3,2,2,1,2,2
1064598,2,3,4,7,3,2,2,1,2,3
1064599,2,3,3,4,2,2,1,1,2,3
1064600,2,2,3,2,2,2,1,1,2,2
1064601,2,2,4,5,2,2,2,1,2,2
1064602,2,2,2,3,2,5,1,1,2,2
1064603,90,90,3,5,3,2,2,1,909,909
1064604,50,50,3,3,2,2,2,1,50,50
1064605,60,60,3,5,2,2,1,1,60,60
1064606,60,60,4,7,3,2,1,1,60,60
1064607,2,3,5,5,2,2,1,1,2,3
1064608,2,3,1,8,1,11,2,1,2,3
1064609,90,90,3,3,2,3,1,1,931,931
1064610,55,55,3,2,2,2,2,1,55,55
1064611,55,55,2,3,2,2,2,1,55,55
1064612,53,53,5,5,3,2,2,1,53,53
1064613,54,54,3,2,2,5,2,1,54,54
1064614,4,4,2,8,2,11,2,1,4,4
1064615,4,4,3,6,3,2,1,1,4,4
1064616,2,3,2,8,2,11,1,1,2,3
1064617,2,2,6,2,2,2,1,1,2,2
1064618,4,4,2,4,2,2,2,1,4,4
1064619,4,4,2,3,2,2,2,1,4,4
1064620,4,4,2,2,2,4,2,1,4,4
1064621,4,4,2,5,2,7,2,1,4,4
1064622,4,4,4,6,2,3,1,1,4,4
1064623,4,4,5,5,2,4,1,1,4,4
1064624,4,4,4,5,1,6,1,1,4,4
1064625,4,4,2,4,2,5,1,1,4,4
1064626,2,3,4,5,2,2,1,1,2,3
1064627,2,3,1,8,1,11,2,1,2,3
1064628,2,3,5,5,1,9,1,1,2,3
1064629,2,2,4,3,2,2,2,1,2,2
1064630,2,2,2,2,2,5,1,1,2,2
1064631,2,2,4,4,2,2,2,1,2,2
1064632,70,70,3,8,2,2,1,1,74,74
1064633,90,90,3,5,3,2,2,1,921,921
1064634,60,60,2,8,2,11,1,1,60,60
1064635,50,50,3,2,2,5,1,1,50,50
1064636,2,3,5,5,1,2,1,1,2,3
1064637,2,3,3,4,2,5,2,1,2,3
1064638,55,55,3,1,2,4,2,1,55,55
1064639,55,55,3,2,3,2,2,1,55,55
1064640,70,90,4,6,3,2,1,1,71,913
1064641,60,53,5,7,3,2,1,1,60,53
1064642,60,60,4,5,2,2,1,1,60,60
1064643,52,52,5,8,1,10,2,1,52,52
1064644,52,52,5,8,1,10,2,1,52,52
1064645,52,52,7,8,2,10,2,1,52,52
1064646,2,2,1,8,1,11,1,1,2,2
1064647,2,3,2,8,2,11,1,1,2,3
1064648,50,50,2,5,2,2,1,1,50,50
1064649,52,52,4,2,2,2,2,1,52,52
1064650,55,55,5,8,1,10,2,1,55,55
1064651,2,3,4,5,2,1,1,1,2,3
1064652,51,51,2,8,2,11,1,1,51,51
1064653,51,51,2,8,2,13,2,1,51,51
1064654,54,54,2,8,1,5,2,1,54,54
1064655,1,1,5,3,2,4,1,1,1,1
1064656,1,1,2,8,2,11,2,1,1,1
1064657,1,1,2,4,2,4,2,1,1,1
1064658,1,1,2,4,2,4,2,1,1,1
1064659,1,1,4,7,3,1,1,1,1,1
1064660,1,1,6,5,2,10,2,1,1,1
1064661,1,1,7,4,2,12,1,1,1,1
1064662,1,1,3,4,2,2,2,1,1,1
1064663,1,1,6,5,1,4,1,1,1,1
1064664,2,2,3,2,2,2,2,1,2,2
1064665,2,2,5,2,2,5,1,1,2,2
1064666,51,51,6,8,2,12,1,1,51,51
1064667,51,51,2,8,2,11,2,1,51,51
1064668,2,3,1,8,1,11,1,1,2,3
1064669,2,3,3,4,2,5,1,1,2,3
1064670,50,50,3,4,3,2,1,1,50,50
1064671,50,50,4,1,1,2,2,1,50,50
1064672,2,2,3,3,2,4,2,1,2,2
1064673,2,2,2,2,2,2,1,1,2,2
1064674,2,2,3,8,2,10,2,1,2,2
1064675,2,2,3,3,2,2,2,1,2,2
1064676,2,2,4,5,2,5,1,1,2,2
1064677,4,4,4,6,2,2,1,1,4,4
1064678,4,4,3,3,2,2,1,1,4,4
1064679,4,4,3,8,3,11,1,1,4,4
1064680,4,4,5,6,3,2,1,1,4,4
1064681,4,4,5,5,3,2,1,1,4,4
1064682,4,4,2,8,2,11,1,1,4,4
1064683,4,4,2,3,2,4,2,1,4,4
1064684,4,4,5,6,2,2,2,1,4,4
1064685,4,4,3,8,1,5,1,1,4,4
1064686,4,4,2,8,2,11,1,1,4,4
1064687,4,4,2,3,2,5,2,1,4,4
1064688,4,4,2,3,2,4,1,1,4,4
1064689,4,4,2,8,2,11,2,1,4,4
1064690,4,4,4,5,1,5,2,1,4,4
1064691,4,4,4,5,1,2,2,1,4,4
1064692,2,3,4,4,2,2,1,1,2,3
1064693,2,3,2,4,2,5,1,1,2,3
1064694,50,50,4,2,2,2,2,1,50,50
1064695,51,51,4,7,2,2,2,1,51,51
1064696,4,4,2,4,1,2,2,1,4,4
1064697,4,4,3,6,3,2,1,1,4,4
1064698,4,4,2,8,2,11,1,1,4,4
1064699,2,3,2,4,2,5,2,1,2,3
1064700,4,4,4,3,2,2,2,1,4,4
1064701,4,4,2,4,1,5,1,1,4,4
1064702,4,4,4,7,3,1,1,1,4,4
1064703,50,50,2,8,2,11,2,1,50,50
1064704,4,4,3,5,2,1,1,1,4,4
1064705,4,4,3,5,2,2,1,1,4,4
1064706,4,4,6,5,2,3,2,1,4,4
1064707,51,51,3,8,2,1,1,1,51,51
1064708,2,3,4,5,2,2,2,1,2,3
1064709,2,3,1,8,1,11,2,1,2,3
1064710,4,4,2,8,2,11,2,1,4,4
1064711,4,4,5,5,2,3,1,1,4,4
1064712,2,3,2,3,2,4,2,1,2,3
1064713,4,4,2,8,2,11,2,1,4,4
1064714,4,4,3,6,2,2,1,1,4,4
1064715,4,4,2,8,2,11,2,1,4,4
1064716,4,4,5,6,3,2,2,1,4,4
1064717,50,50,2,1,2,5,1,2,50,50
1064718,50,50,5,1,2,5,2,2,50,50
1064719,50,50,3,1,2,4,2,2,50,50
1064720,2,3,3,4,1,1,1,2,2,3
1064721,2,3,1,8,1,11,2,2,2,3
1064722,2,2,3,2,2,2,2,2,2,2
1064723,2,2,3,2,2,4,2,2,2,2
1064724,2,3,2,6,2,2,1,2,2,3
1064725,2,3,4,6,2,1,1,2,2,3
1064726,2,3,4,7,2,1,1,2,2,3
1064727,2,2,3,5,2,2,2,2,2,2
1064728,2,2,3,8,1,1,1,2,2,2
1064729,2,3,5,4,3,3,1,2,2,3
1064730,2,3,4,3,2,2,1,2,2,3
1064731,2,3,4,3,3,2,2,2,2,3
1064732,50,50,5,2,3,2,2,2,50,50
1064733,2,3,3,5,1,5,1,2,2,3
1064734,50,50,3,1,2,1,2,2,50,50
1064735,1,1,3,3,2,5,1,2,1,1
1064736,55,55,5,8,1,10,2,2,55,55
1064737,2,2,4,2,2,5,2,2,2,2
1064738,54,54,3,8,2,2,2,2,54,54
1064739,90,90,1,8,2,11,1,2,921,921
1064740,2,2,2,3,2,1,2,2,2,2
1064741,2,2,3,3,2,1,1,2,2,2
1064742,2,2,5,2,2,5,2,2,2,2
1064743,50,51,2,4,2,2,1,2,50,51
1064744,51,51,6,8,1,10,2,2,51,51
1064745,70,70,4,7,3,1,1,2,71,71
1064746,2,3,5,3,2,5,1,2,2,3
1064747,1,1,3,5,2,5,2,3,1,1
1064748,1,1,5,8,1,10,2,3,1,1
1064749,1,1,4,5,1,4,1,3,1,1
1064750,1,1,3,3,2,10,2,3,1,1
1064751,1,1,3,5,2,4,1,3,1,1
1064752,1,1,4,5,3,2,1,3,1,1
1064753,1,1,6,8,2,12,2,3,1,1
1064754,1,1,2,4,2,4,2,3,1,1
1064755,1,1,5,6,2,1,1,3,1,1
1064756,1,1,4,6,2,1,1,3,1,1
1064757,2,2,4,2,2,5,2,3,2,2
1064758,2,2,1,8,2,11,2,3,2,2
1064759,2,2,1,8,1,11,1,3,2,2
1064760,2,2,1,1,1,11,2,3,2,2
1064761,2,2,3,2,2,2,2,3,2,2
1064762,1,1,5,5,2,1,1,3,1,1
1064763,1,1,3,5,2,4,2,3,1,1
1064764,1,1,4,5,2,2,1,3,1,1
1064765,1,1,2,8,2,11,2,3,1,1
1064766,1,1,3,5,2,2,1,3,1,1
1064767,1,1,5,5,2,10,2,3,1,1
1064768,1,1,2,5,2,4,1,3,1,1
1064769,1,1,3,3,2,10,2,3,1,1
1064770,1,1,3,5,2,4,1,3,1,1
1064771,1,1,7,5,2,12,1,3,1,1
1064772,2,2,2,2,2,2,1,3,2,2
1064773,2,2,2,8,2,7,2,3,2,2
1064774,2,2,7,1,1,5,2,3,2,2
1064775,2,2,4,1,2,5,2,3,2,2
1064776,2,2,7,2,2,12,2,3,2,2
1064777,4,4,2,3,99,4,2,3,4,4
1064778,4,4,3,3,3,2,2,3,4,4
1064779,4,4,4,5,1,8,1,3,4,4
1064780,4,4,2,3,2,2,2,3,4,4
1064781,4,4,3,4,2,4,2,3,4,4
1064782,4,4,2,5,2,3,1,3,4,4
1064783,4,4,2,8,2,11,1,3,4,4
1064784,4,4,2,8,2,11,2,3,4,4
1064785,4,4,3,4,2,4,2,3,4,4
1064786,4,4,6,1,2,2,2,3,4,4
1064787,2,2,3,8,2,10,2,3,2,2
1064788,2,2,3,3,2,2,2,3,2,2
1064789,2,2,3,2,3,3,2,3,2,2
1064790,2,2,3,6,2,1,1,3,2,2
1064791,2,2,3,3,3,4,1,3,2,2
1064792,4,4,2,3,2,5,1,3,4,4
1064793,4,4,2,3,2,2,2,3,4,4
1064794,4,4,4,4,2,2,1,3,4,4
1064795,4,4,2,3,2,4,2,3,4,4
1064796,4,4,2,5,2,2,1,3,4,4
1064797,4,4,2,8,2,11,2,3,4,4
1064798,4,4,4,3,1,4,2,3,4,4
1064799,4,4,2,5,2,4,2,3,4,4
1064800,4,4,3,8,2,1,1,3,4,4
1064801,4,4,2,3,2,8,2,3,4,4
1064802,2,2,3,5,1,1,2,3,2,2
1064803,2,2,3,3,3,3,2,3,2,2
1064804,2,2,2,8,2,11,2,3,2,2
1064805,2,2,3,3,2,2,1,3,2,2
1064806,2,2,4,4,2,2,1,3,2,2
1064807,2,3,2,3,2,2,2,4,2,3
1064808,2,3,4,8,1,10,2,4,2,3
1064809,2,2,3,4,2,5,2,4,2,2
1064810,2,3,2,4,3,3,2,4,2,3
1064811,2,3,1,8,1,11,1,4,2,3
1064812,2,3,5,4,1,1,1,4,2,3
1064813,2,3,4,5,2,3,1,4,2,3
1064814,2,3,4,5,3,1,1,4,2,3
1064815,2,3,3,7,3,2,1,4,2,3
1064816,2,2,1,8,1,11,1,4,2,2
1064817,55,55,3,8,1,1,2,4,55,55
1064818,2,2,3,2,3,2,2,4,2,2
1064819,2,2,2,8,2,11,1,4,2,2
1064820,2,2,2,1,3,2,2,4,2,2
1064821,2,3,1,8,1,11,1,4,2,3
1064822,2,2,2,8,2,11,1,1,2,2
1064823,50,50,3,4,2,2,1,1,50,50
1064824,53,53,4,5,2,2,2,1,53,53
1064825,70,70,3,5,2,2,1,1,73,73
1064826,55,55,3,8,2,2,2,1,55,55
1064827,60,60,4,6,3,2,1,1,60,60
1064828,54,54,3,8,2,2,1,1,54,54
1064829,54,54,2,8,2,11,2,1,54,54
1064830,2,3,2,3,2,2,2,1,2,3
1064831,90,90,2,5,2,2,2,1,921,921
1064832,90,90,5,8,2,2,2,1,921,921
1064833,2,2,2,8,2,2,2,1,2,2
1064834,2,2,3,3,2,2,1,1,2,2
1064835,2,3,5,5,2,2,1,1,2,3
1064836,52,52,2,8,2,11,2,1,52,52
1064837,50,50,5,8,1,10,2,1,50,50
1064838,2,2,1,8,2,11,2,1,2,2
1064839,2,3,5,3,1,4,2,1,2,3
1064840,1,1,4,8,2,10,2,1,1,1
1064841,1,1,2,8,2,11,1,1,1,1
1064842,1,1,2,8,2,11,2,1,1,1
1064843,1,1,1,8,2,11,2,1,1,1
1064844,1,1,5,6,1,4,1,1,1,1
1064845,1,1,4,4,2,2,1,1,1,1
1064846,50,50,2,8,2,11,2,1,50,50
1064847,1,1,5,6,2,1,1,1,1,1
1064848,51,51,5,8,1,10,2,1,51,51
1064849,51,51,2,4,2,1,2,1,51,51
1064850,2,2,2,3,2,2,2,1,2,2
1064851,2,3,3,5,2,5,2,1,2,3
1064852,50,50,6,4,2,2,2,1,50,50
1064853,50,50,1,8,2,11,2,1,50,50
1064854,2,3,3,2,2,4,2,1,2,3
1064855,2,3,1,8,1,11,2,1,2,3
1064856,1,1,1,8,2,11,2,1,1,1
1064857,1,1,3,4,2,4,1,1,1,1
1064858,1,1,2,8,2,11,2,1,1,1
1064859,51,51,5,1,1,5,1,1,51,51
1064860,51,51,2,4,2,5,2,1,51,51
1064861,1,1,3,4,2,10,2,1,1,1
1064862,1,1,7,8,99,12,1,1,1,1
1064863,2,2,4,2,2,2,1,1,2,2
1064864,2,2,2,1,2,2,2,1,2,2
1064865,1,1,3,4,2,4,2,1,1,1
1064866,1,1,7,4,1,12,1,1,1,1
1064867,50,50,7,6,2,12,1,1,50,50
1064868,50,50,4,5,2,3,1,1,50,50
1064869,2,3,3,7,2,2,1,1,2,3
1064870,2,3,3,5,3,3,1,1,2,3
1064871,1,1,5,4,2,4,2,1,1,1
1064872,2,2,3,2,2,2,2,1,2,2
1064873,1,1,2,8,2,11,1,1,1,1
1064874,51,51,5,5,1,3,1,1,51,51
1064875,1,1,2,8,2,11,2,1,1,1
1064876,1,1,5,8,1,10,2,1,1,1
1064877,51,51,5,7,2,2,1,1,51,51
1064878,1,1,7,4,1,12,1,1,1,1
1064879,2,2,6,1,1,5,2,1,2,2
1064880,1,1,5,7,2,4,2,1,1,1
1064881,1,1,5,5,2,2,2,1,1,1
1064882,2,2,3,3,2,2,1,1,2,2
1064883,54,54,3,3,2,5,2,1,54,54
1064884,2,2,2,8,2,1,2,1,2,2
1064885,60,60,6,6,3,2,1,1,60,60
1064886,2,2,4,4,2,2,2,1,2,2
1064887,54,54,4,4,2,2,1,1,54,54
1064888,50,50,4,3,2,2,2,1,50,50
1064889,90,90,2,8,2,11,1,1,939,939
1064890,70,70,3,5,3,2,1,1,72,72
1064891,2,60,4,5,3,2,2,1,2,60
1064892,2,3,3,4,2,2,2,1,2,3
1064893,55,55,3,2,2,2,2,1,55,55
1064894,2,3,2,8,2,11,2,1,2,3
1064895,55,55,2,2,2,2,2,1,55,55
1064896,53,53,3,3,3,2,2,1,53,53
1064897,4,4,3,6,3,1,1,1,4,4
1064898,4,4,6,3,2,10,2,1,4,4
1064899,2,3,2,5,2,2,1,1,2,3
1064900,2,2,3,4,2,5,1,1,2,2
1064901,51,51,5,8,1,10,2,1,51,51
1064902,2,3,4,6,2,2,2,1,2,3
1064903,50,50,2,1,2,2,2,1,50,50
1064904,4,4,2,3,2,6,2,1,4,4
1064905,4,4,2,3,2,2,1,1,4,4
1064906,4,4,3,4,3,5,1,1,4,4
1064907,4,4,3,8,3,11,1,1,4,4
1064908,4,4,2,5,2,8,1,1,4,4
1064909,4,4,2,2,2,5,2,1,4,4
1064910,4,4,2,5,2,3,1,1,4,4
1064911,4,4,5,6,2,2,1,1,4,4
1064912,55,55,2,7,2,13,2,1,55,55
1064913,1,1,7,8,1,12,1,1,1,1
1064914,1,1,2,2,2,4,2,1,1,1
1064915,55,55,2,8,4,10,2,1,55,55
1064916,55,55,2,8,2,11,2,1,55,55
